Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,Revenue_recalc,is_return,year,month,day,day_of_week,profit_margin,revenue_per_unit
3226,Men,Soccer,Mercurial Superfly,L,2,4585.77,0.00,0.00,2025-02-12,Retail,Pune,-241.59,9171.54,False,2025,2,12,Wednesday,-0.03,4585.77
3227,Women,Training,ZoomX Invincible,S,1,4392.78,0.20,0.00,2024-10-14,Online,Delhi,-604.23,3514.22,False,2024,10,14,Monday,-0.17,3514.22
3228,Kids,Basketball,LeBron 20,XL,2,6745.63,0.00,0.00,2025-04-19,Retail,Bangalore,3620.90,13491.26,False,2025,4,19,Saturday,0.27,6745.63
3233,Men,Soccer,Phantom GT,M,1,4091.68,0.00,0.00,2025-04-26,Retail,Hyderabad,571.80,4091.68,False,2025,4,26,Saturday,0.14,4091.68
3234,Kids,Soccer,Phantom GT,XL,1,7038.04,0.00,0.00,2025-05-14,Online,Delhi,327.76,7038.04,False,2025,5,14,Wednesday,0.05,7038.04
3236,Kids,Lifestyle,Blazer Mid,L,4,3248.17,0.68,0.00,2025-07-21,Retail,Hyderabad,-37.37,4157.66,False,2025,7,21,Monday,-0.01,1039.41
3237,Kids,Basketball,LeBron 20,L,3,5596.52,0.00,0.00,2024-08-16,Retail,Mumbai,2926.28,16789.56,False,2024,8,16,Friday,0.17,5596.52
3238,Women,Training,SuperRep Go,XL,1,4420.21,0.32,3005.74,2024-12-21,Retail,Mumbai,705.58,3005.74,False,2024,12,21,Saturday,0.23,3005.74
3241,Women,Basketball,LeBron 20,XL,2,7477.49,0.00,0.00,2024-02-12,Retail,Bangalore,3176.20,14954.98,False,2024,2,12,Monday,0.21,7477.49
3242,Men,Basketball,LeBron 20,L,2,9677.18,0.59,0.00,2024-08-24,Retail,Bangalore,609.45,7935.29,False,2024,8,24,Saturday,0.08,3967.64
3243,Men,Lifestyle,Air Force 1,L,3,8828.67,0.00,0.00,2024-10-25,Retail,Pune,1943.22,26486.01,False,2024,10,25,Friday,0.07,8828.67
3245,Women,Running,React Infinity,L,3,6926.28,0.00,0.00,2024-05-19,Retail,Pune,3102.91,20778.85,False,2024,5,19,Sunday,0.15,6926.28
3246,Men,Running,Air Zoom,S,3,7787.74,0.00,0.00,2025-05-14,Online,Pune,479.25,23363.22,False,2025,5,14,Wednesday,0.02,7787.74
3247,Men,Training,ZoomX Invincible,L,1,5888.37,0.00,0.00,2024-12-21,Online,Mumbai,3687.47,5888.37,False,2024,12,21,Saturday,0.63,5888.37
3249,Kids,Lifestyle,Blazer Mid,M,1,4738.25,0.00,0.00,2025-02-25,Online,Bangalore,731.10,4738.25,False,2025,2,25,Tuesday,0.15,4738.25
3250,Women,Lifestyle,Air Force 1,L,2,5789.06,0.00,0.00,2024-09-18,Online,Pune,1172.07,11578.12,False,2024,9,18,Wednesday,0.10,5789.06
3252,Men,Basketball,Zoom Freak,L,1,6172.36,0.00,0.00,2024-03-26,Online,Mumbai,-563.83,6172.36,False,2024,3,26,Tuesday,-0.09,6172.36
3253,Kids,Running,Air Zoom,L,3,3348.83,0.00,0.00,2025-04-17,Online,Bangalore,2267.92,10046.49,False,2025,4,17,Thursday,0.23,3348.83
3254,Women,Soccer,Mercurial Superfly,M,2,6077.13,0.51,0.00,2024-11-04,Retail,Mumbai,3035.41,5955.59,False,2024,11,4,Monday,0.51,2977.79
3256,Men,Training,SuperRep Go,M,3,4814.32,0.00,0.00,2024-06-08,Retail,Hyderabad,-583.08,14442.96,False,2024,6,8,Saturday,-0.04,4814.32
3260,Men,Soccer,Mercurial Superfly,S,1,6077.13,0.00,0.00,2025-06-28,Online,Mumbai,1287.17,6077.13,False,2025,6,28,Saturday,0.21,6077.13
3261,Men,Basketball,Air Jordan,XL,2,9593.65,0.00,0.00,2024-11-26,Online,Hyderabad,472.79,19187.30,False,2024,11,26,Tuesday,0.02,9593.65
3262,Women,Basketball,LeBron 20,S,2,8750.71,0.00,0.00,2024-12-26,Retail,Bangalore,1490.29,17501.42,False,2024,12,26,Thursday,0.09,8750.71
3263,Women,Running,React Infinity,L,4,8500.65,0.00,0.00,2025-02-23,Online,Mumbai,2278.12,34002.60,False,2025,2,23,Sunday,0.07,8500.65
3264,Men,Training,Metcon 7,M,2,8854.95,0.13,0.00,2025-08-06,Online,Bangalore,-992.25,15407.61,False,2025,8,6,Wednesday,-0.06,7703.81
3265,Women,Soccer,Mercurial Superfly,M,4,4273.40,0.00,0.00,2024-09-22,Retail,Bangalore,2860.71,17093.60,False,2024,9,22,Sunday,0.17,4273.40
2006,Kids,Training,Flex Trainer,S,3,5329.95,0.00,0.00,2024-10-14,Retail,Delhi,-573.18,15989.86,False,2024,10,14,Monday,-0.04,5329.95
3267,Kids,Lifestyle,Air Force 1,L,3,8024.17,0.52,0.00,2025-02-15,Retail,Pune,345.92,11554.80,False,2025,2,15,Saturday,0.03,3851.60
3268,Men,Soccer,Mercurial Superfly,L,2,6698.41,0.00,0.00,2025-07-11,Retail,Mumbai,1586.40,13396.82,False,2025,7,11,Friday,0.12,6698.41
3269,Women,Soccer,Mercurial Superfly,M,1,7268.31,0.00,0.00,2024-12-03,Online,Mumbai,-719.57,7268.31,False,2024,12,3,Tuesday,-0.10,7268.31
3270,Kids,Lifestyle,Dunk Low,XL,2,8165.07,0.00,0.00,2025-06-03,Online,Pune,3619.80,20412.67,False,2025,6,3,Tuesday,0.18,10206.34
3271,Men,Basketball,LeBron 20,S,2,7737.27,0.00,0.00,2025-05-18,Retail,Hyderabad,545.10,15474.54,False,2025,5,18,Sunday,0.04,7737.27
3272,Men,Lifestyle,Blazer Mid,M,4,4929.37,0.00,0.00,2024-08-01,Retail,Hyderabad,-321.24,19717.48,False,2024,8,1,Thursday,-0.02,4929.37
3274,Men,Training,SuperRep Go,L,3,6031.14,0.15,15379.41,2025-03-05,Retail,Hyderabad,169.05,15379.41,False,2025,3,5,Wednesday,0.01,5126.47
3275,Women,Soccer,Premier III,L,4,8347.87,0.00,0.00,2025-05-27,Retail,Hyderabad,1652.12,33391.48,False,2025,5,27,Tuesday,0.05,8347.87
3277,Men,Training,SuperRep Go,M,4,6819.78,0.00,0.00,2024-09-05,Online,Bangalore,293.59,27279.12,False,2024,9,5,Thursday,0.01,6819.78
3278,Kids,Lifestyle,Dunk Low,L,2,4189.36,0.00,0.00,2025-01-06,Retail,Pune,107.83,8378.72,False,2025,1,6,Monday,0.01,4189.36
3279,Kids,Soccer,Mercurial Superfly,XL,4,2572.41,0.10,9260.68,2024-11-09,Retail,Delhi,3098.28,9260.68,False,2024,11,9,Saturday,0.33,2315.17
3281,Men,Soccer,Mercurial Superfly,L,2,6075.60,0.00,0.00,2024-09-01,Retail,Pune,93.80,12151.20,False,2024,9,1,Sunday,0.01,6075.60
3282,Kids,Basketball,Air Jordan,XL,4,8918.66,0.23,0.00,2024-05-19,Retail,Delhi,-190.17,27469.47,False,2024,5,19,Sunday,-0.01,6867.37
3283,Men,Soccer,Premier III,XL,2,5385.75,0.00,0.00,2024-10-18,Online,Mumbai,3871.51,10771.50,False,2024,10,18,Friday,0.36,5385.75
3284,Women,Running,Free RN,XL,4,5776.74,0.00,0.00,2024-08-20,Online,Kolkata,210.83,23106.96,False,2024,8,20,Tuesday,0.01,5776.74
3285,Men,Training,Metcon 7,XL,4,3945.71,0.00,0.00,2024-05-10,Online,Hyderabad,-401.38,15782.84,False,2024,5,10,Friday,-0.03,3945.71
3287,Kids,Running,Free RN,M,4,4880.90,0.00,0.00,2024-10-01,Retail,Mumbai,-1184.98,19523.58,False,2024,10,1,Tuesday,-0.06,4880.90
3288,Kids,Lifestyle,Dunk Low,L,4,5740.59,0.00,0.00,2024-07-25,Retail,Delhi,3852.98,22962.38,False,2024,7,25,Thursday,0.17,5740.59
3290,Kids,Lifestyle,Air Force 1,XL,2,7377.71,0.00,0.00,2024-04-11,Online,Pune,2588.85,14755.42,False,2024,4,11,Thursday,0.18,7377.71
3291,Women,Running,Free RN,XL,2,8613.08,0.00,0.00,2025-01-23,Retail,Hyderabad,-231.54,17226.16,False,2025,1,23,Thursday,-0.01,8613.08
3292,Women,Training,Metcon 7,M,1,6077.13,0.00,0.00,2025-05-23,Online,Hyderabad,2299.04,9115.69,False,2025,5,23,Friday,0.25,9115.69
3293,Kids,Lifestyle,Blazer Mid,XL,2,5065.93,0.00,0.00,2024-10-19,Online,Kolkata,1013.24,10131.86,False,2024,10,19,Saturday,0.10,5065.93
3294,Women,Basketball,LeBron 20,L,3,3263.64,0.00,0.00,2024-01-08,Retail,Kolkata,-101.37,9790.92,False,2024,1,8,Monday,-0.01,3263.64
3295,Women,Training,SuperRep Go,L,3,2983.60,0.00,0.00,2024-12-29,Online,Delhi,3650.65,8950.80,False,2024,12,29,Sunday,0.41,2983.60
2021,Kids,Running,React Infinity,XL,4,4334.53,0.00,0.00,2025-01-23,Online,Hyderabad,2465.98,17338.12,False,2025,1,23,Thursday,0.14,4334.53
3297,Men,Lifestyle,Air Force 1,L,3,5875.99,0.00,0.00,2025-07-02,Online,Delhi,3803.18,17627.97,False,2025,7,2,Wednesday,0.22,5875.99
3298,Men,Training,ZoomX Invincible,L,4,9716.03,0.00,0.00,2024-12-21,Online,Mumbai,2961.23,38864.12,False,2024,12,21,Saturday,0.08,9716.03
3299,Men,Basketball,Kyrie Flytrap,L,2,6586.70,0.68,0.00,2025-05-26,Retail,Bangalore,1517.07,5269.36,False,2025,5,26,Monday,0.29,2634.68
3300,Women,Basketball,Air Jordan,L,2,3328.45,0.00,0.00,2024-12-18,Retail,Bangalore,3436.23,6656.90,False,2024,12,18,Wednesday,0.52,3328.45
3302,Women,Soccer,Tiempo Legend,M,1,6226.74,0.00,0.00,2025-05-12,Retail,Pune,-316.51,6226.74,False,2025,5,12,Monday,-0.05,6226.74
3303,Kids,Soccer,Tiempo Legend,M,2,6380.50,0.00,0.00,2024-10-19,Online,Kolkata,2846.02,12761.00,False,2024,10,19,Saturday,0.22,6380.50
3304,Women,Running,React Infinity,M,3,8500.65,0.65,0.00,2024-11-15,Online,Mumbai,2405.30,8925.68,False,2024,11,15,Friday,0.27,2975.23
3305,Kids,Running,Free RN,L,2,4216.14,0.00,0.00,2024-10-17,Retail,Hyderabad,-687.95,8432.28,False,2024,10,17,Thursday,-0.08,4216.14
3306,Kids,Basketball,LeBron 20,L,2,5596.52,0.25,0.00,2024-07-30,Retail,Mumbai,3052.49,8394.78,False,2024,7,30,Tuesday,0.36,4197.39
3307,Women,Soccer,Mercurial Superfly,M,1,7127.99,0.00,0.00,2024-12-08,Online,Mumbai,818.55,7127.99,False,2024,12,8,Sunday,0.11,7127.99
3309,Men,Lifestyle,Air Force 1,L,3,5594.08,0.00,0.00,2023-09-12,Retail,Hyderabad,626.95,16782.24,False,2023,9,12,Tuesday,0.04,5594.08
3310,Women,Running,Free RN,M,4,8609.05,0.21,0.00,2025-04-18,Retail,Kolkata,2856.16,27204.60,False,2025,4,18,Friday,0.10,6801.15
3312,Women,Basketball,Zoom Freak,M,1,8069.30,0.00,0.00,2025-05-25,Retail,Pune,-95.96,8069.30,False,2025,5,25,Sunday,-0.01,8069.30
3314,Men,Training,ZoomX Invincible,M,2,7050.14,0.00,0.00,2024-06-08,Retail,Hyderabad,-815.54,14100.28,False,2024,6,8,Saturday,-0.06,7050.14
3315,Women,Training,Metcon 7,XL,3,5845.19,0.00,0.00,2024-12-21,Retail,Bangalore,1345.26,17535.57,False,2024,12,21,Saturday,0.08,5845.19
3316,Women,Running,React Infinity,L,2,3893.88,0.00,0.00,2024-04-25,Online,Bangalore,27.15,7787.75,False,2024,4,25,Thursday,0.00,3893.88
3317,Kids,Basketball,Air Jordan,L,3,6165.08,0.00,0.00,2025-04-19,Online,Hyderabad,3852.52,18495.24,False,2025,4,19,Saturday,0.21,6165.08
3318,Men,Training,Flex Trainer,XL,3,7730.77,0.00,0.00,2025-04-11,Online,Delhi,1096.06,27057.69,False,2025,4,11,Friday,0.04,9019.23
3319,Women,Running,Air Zoom,XL,1,6109.10,0.37,0.00,2024-09-28,Retail,Mumbai,-846.73,3848.73,False,2024,9,28,Saturday,-0.22,3848.73
3320,Kids,Basketball,Air Jordan,L,1,8046.47,0.05,0.00,2024-09-12,Online,Kolkata,-274.91,7644.15,False,2024,9,12,Thursday,-0.04,7644.15
3321,Kids,Soccer,Tiempo Legend,M,4,4986.67,0.00,19946.68,2025-01-15,Retail,Mumbai,3170.16,19946.68,False,2025,1,15,Wednesday,0.16,4986.67
3322,Men,Training,Metcon 7,M,1,3945.71,0.00,0.00,2023-08-28,Online,Hyderabad,864.55,5918.57,False,2023,8,28,Monday,0.15,5918.57
3324,Women,Lifestyle,Dunk Low,L,2,6077.13,0.00,0.00,2024-08-17,Retail,Hyderabad,-871.48,15192.83,False,2024,8,17,Saturday,-0.06,7596.41
3325,Kids,Basketball,LeBron 20,L,2,7806.98,0.00,0.00,2024-11-06,Online,Hyderabad,1115.70,15613.96,False,2024,11,6,Wednesday,0.07,7806.98
3326,Men,Training,SuperRep Go,M,3,8126.80,0.88,0.00,2025-05-30,Online,Mumbai,991.04,3413.26,False,2025,5,30,Friday,0.29,1137.75
3327,Men,Training,Flex Trainer,XL,3,7036.03,0.00,0.00,2025-10-03,Online,Bangalore,-1155.61,21108.09,False,2025,10,3,Friday,-0.05,7036.03
3329,Kids,Training,ZoomX Invincible,M,2,7103.07,0.00,0.00,2024-04-28,Retail,Kolkata,530.29,17757.69,False,2024,4,28,Sunday,0.03,8878.84
3332,Men,Training,SuperRep Go,L,3,3106.54,0.00,0.00,2024-10-09,Retail,Pune,3793.25,9319.62,False,2024,10,9,Wednesday,0.41,3106.54
3333,Kids,Training,SuperRep Go,L,2,4577.65,0.00,0.00,2025-01-03,Retail,Kolkata,1519.97,9155.30,False,2025,1,3,Friday,0.17,4577.65
3334,Kids,Soccer,Tiempo Legend,L,3,2471.71,0.00,0.00,2023-11-14,Online,Mumbai,1190.89,7415.13,False,2023,11,14,Tuesday,0.16,2471.71
3335,Men,Soccer,Premier III,XL,4,3138.53,0.00,0.00,2024-08-17,Retail,Delhi,1221.99,12554.12,False,2024,8,17,Saturday,0.10,3138.53
3336,Kids,Running,React Infinity,XL,4,4334.53,0.00,0.00,2025-03-31,Online,Hyderabad,2759.16,17338.12,False,2025,3,31,Monday,0.16,4334.53
3337,Men,Training,ZoomX Invincible,L,4,6077.13,0.00,0.00,2024-10-10,Online,Delhi,2915.13,24308.52,False,2024,10,10,Thursday,0.12,6077.13
3338,Women,Training,ZoomX Invincible,L,3,7850.87,0.00,0.00,2025-09-06,Online,Kolkata,3011.73,27478.04,False,2025,9,6,Saturday,0.11,9159.35
3339,Men,Lifestyle,Air Force 1,L,2,6656.01,0.00,0.00,2025-05-15,Retail,Delhi,2014.52,13312.02,False,2025,5,15,Thursday,0.15,6656.01
3340,Kids,Soccer,Premier III,M,3,3248.74,0.00,0.00,2024-12-29,Retail,Mumbai,2551.47,9746.22,False,2024,12,29,Sunday,0.26,3248.74
3341,Kids,Training,Metcon 7,M,3,8387.99,0.00,0.00,2024-03-23,Online,Bangalore,1693.41,25163.97,False,2024,3,23,Saturday,0.07,8387.99
2037,Women,Lifestyle,Dunk Low,XL,4,6077.13,0.00,0.00,2025-04-11,Online,Delhi,3651.05,24308.52,False,2025,4,11,Friday,0.15,6077.13
3343,Kids,Basketball,Air Jordan,L,3,9405.77,0.00,0.00,2024-12-11,Retail,Hyderabad,1688.78,28217.31,False,2024,12,11,Wednesday,0.06,9405.77
3344,Kids,Soccer,Mercurial Superfly,XL,3,8217.37,0.00,0.00,2025-06-24,Retail,Hyderabad,303.77,24652.11,False,2025,6,24,Tuesday,0.01,8217.37
2048,Men,Lifestyle,Blazer Mid,XL,1,3510.45,0.00,0.00,2024-07-26,Online,Bangalore,1635.47,5265.68,False,2024,7,26,Friday,0.31,5265.68
3346,Kids,Training,SuperRep Go,XL,4,6037.65,0.15,0.00,2024-10-14,Retail,Delhi,3392.46,20528.01,False,2024,10,14,Monday,0.17,5132.00
3347,Men,Training,ZoomX Invincible,L,4,4389.44,0.00,0.00,2024-12-21,Online,Mumbai,1546.55,17557.76,False,2024,12,21,Saturday,0.09,4389.44
3350,Women,Basketball,Zoom Freak,L,2,6077.13,0.48,0.00,2025-05-28,Online,Bangalore,2199.43,6320.22,False,2025,5,28,Wednesday,0.35,3160.11
3351,Men,Training,SuperRep Go,XL,1,5319.24,0.48,0.00,2025-01-03,Online,Kolkata,-382.32,2766.00,False,2025,1,3,Friday,-0.14,2766.00
3352,Women,Training,SuperRep Go,M,3,6622.41,0.23,0.00,2025-03-01,Retail,Pune,1437.43,15297.77,False,2025,3,1,Saturday,0.09,5099.26
2028,Men,Basketball,Kyrie Flytrap,S,4,2824.55,0.00,0.00,2024-05-19,Online,Delhi,1123.78,11298.20,False,2024,5,19,Sunday,0.10,2824.55
3354,Men,Lifestyle,Dunk Low,L,4,2886.48,0.40,0.00,2024-01-11,Retail,Kolkata,-987.60,6927.55,False,2024,1,11,Thursday,-0.14,1731.89
3356,Women,Soccer,Tiempo Legend,M,4,6077.13,0.00,0.00,2025-03-13,Online,Mumbai,724.11,24308.52,False,2025,3,13,Thursday,0.03,6077.13
3357,Kids,Training,Flex Trainer,M,4,6206.45,0.50,12412.90,2025-04-05,Online,Delhi,678.42,12412.90,False,2025,4,5,Saturday,0.05,3103.22
3358,Men,Basketball,Kyrie Flytrap,M,3,6077.13,0.43,0.00,2024-08-01,Online,Hyderabad,2019.56,10391.89,False,2024,8,1,Thursday,0.19,3463.96
3359,Kids,Basketball,LeBron 20,L,2,9362.81,0.00,0.00,2024-01-09,Retail,Mumbai,2963.03,18725.62,False,2024,1,9,Tuesday,0.16,9362.81
3360,Women,Training,Metcon 7,M,4,6077.13,0.06,0.00,2024-07-31,Online,Bangalore,304.12,22850.01,False,2024,7,31,Wednesday,0.01,5712.50
3362,Men,Lifestyle,Air Force 1,L,2,6656.01,0.00,0.00,2024-03-10,Retail,Delhi,2730.12,13312.02,False,2024,3,10,Sunday,0.21,6656.01
3363,Women,Basketball,Kyrie Flytrap,L,3,6077.13,0.60,0.00,2025-02-18,Online,Bangalore,39.86,7292.56,False,2025,2,18,Tuesday,0.01,2430.85
3364,Kids,Soccer,Premier III,M,1,5366.19,0.24,0.00,2024-11-09,Online,Pune,-371.86,4078.30,False,2024,11,9,Saturday,-0.09,4078.30
3365,Kids,Running,Air Zoom,M,1,9264.49,0.95,0.00,2024-08-19,Retail,Pune,-445.03,463.22,False,2024,8,19,Monday,-0.96,463.22
3366,Men,Basketball,LeBron 20,M,3,4179.34,0.00,0.00,2024-12-15,Retail,Pune,2762.68,12538.02,False,2024,12,15,Sunday,0.22,4179.34
2029,Kids,Training,Metcon 7,L,2,6548.87,0.20,0.00,2024-11-20,Online,Kolkata,3640.60,13097.74,False,2024,11,20,Wednesday,0.28,6548.87
3368,Women,Training,Flex Trainer,M,2,7363.96,0.00,0.00,2025-04-14,Retail,Delhi,2027.47,18409.90,False,2025,4,14,Monday,0.11,9204.95
3369,Men,Running,React Infinity,L,4,5103.34,0.05,0.00,2024-09-27,Online,Kolkata,1247.02,19392.69,False,2024,9,27,Friday,0.06,4848.17
3370,Women,Basketball,Air Jordan,XL,2,3328.45,0.00,0.00,2025-07-05,Retail,Bangalore,-1137.54,6656.90,False,2025,7,5,Saturday,-0.17,3328.45
3371,Men,Training,Flex Trainer,XL,1,2636.01,0.00,0.00,2025-04-26,Retail,Delhi,2255.43,2636.01,False,2025,4,26,Saturday,0.86,2636.01
3372,Kids,Basketball,Kyrie Flytrap,M,4,5494.09,0.77,0.00,2025-02-24,Online,Delhi,-1088.45,5054.56,False,2025,2,24,Monday,-0.22,1263.64
3373,Kids,Training,SuperRep Go,M,3,6077.13,0.76,0.00,2024-10-09,Retail,Pune,1069.43,4375.53,False,2024,10,9,Wednesday,0.24,1458.51
3374,Men,Training,Flex Trainer,M,4,4500.96,0.00,0.00,2024-12-16,Online,Pune,1905.25,18003.84,False,2024,12,16,Monday,0.11,4500.96
3376,Kids,Soccer,Phantom GT,S,2,6077.13,0.00,0.00,2024-08-22,Retail,Kolkata,1286.64,12154.26,False,2024,8,22,Thursday,0.11,6077.13
3378,Kids,Soccer,Phantom GT,XL,1,3642.74,0.00,0.00,2024-08-22,Online,Kolkata,2416.87,3642.74,False,2024,8,22,Thursday,0.66,3642.74
3379,Men,Basketball,Air Jordan,L,2,5000.49,0.86,1400.14,2024-10-23,Retail,Pune,1130.31,1400.14,False,2024,10,23,Wednesday,0.81,700.07
3380,Women,Basketball,Kyrie Flytrap,XL,2,2557.29,0.00,0.00,2024-09-10,Online,Mumbai,3463.32,5114.58,False,2024,9,10,Tuesday,0.68,2557.29
3381,Men,Training,ZoomX Invincible,XL,1,8897.19,0.00,0.00,2024-02-23,Retail,Mumbai,2718.47,8897.19,False,2024,2,23,Friday,0.31,8897.19
3382,Men,Basketball,LeBron 20,XL,2,9187.23,0.00,0.00,2025-10-01,Retail,Hyderabad,1710.15,18374.46,False,2025,10,1,Wednesday,0.09,9187.23
3383,Women,Lifestyle,Air Force 1,XL,1,6640.07,0.00,0.00,2024-12-08,Retail,Bangalore,3793.87,6640.07,False,2024,12,8,Sunday,0.57,6640.07
3384,Women,Basketball,Air Jordan,L,2,3328.45,0.27,0.00,2025-07-22,Retail,Bangalore,144.65,4859.54,False,2025,7,22,Tuesday,0.03,2429.77
3385,Men,Training,ZoomX Invincible,L,2,9019.91,0.00,0.00,2025-03-21,Online,Hyderabad,-643.93,18039.82,False,2025,3,21,Friday,-0.04,9019.91
3386,Women,Soccer,Phantom GT,M,2,9212.82,0.00,0.00,2024-10-16,Retail,Hyderabad,3827.83,18425.64,False,2024,10,16,Wednesday,0.21,9212.82
3387,Men,Soccer,Phantom GT,L,4,5428.52,0.00,0.00,2025-06-21,Retail,Bangalore,2821.58,21714.06,False,2025,6,21,Saturday,0.13,5428.52
3388,Women,Running,Free RN,S,2,4042.33,0.00,0.00,2025-03-05,Online,Pune,1915.52,8084.66,False,2025,3,5,Wednesday,0.24,4042.33
3389,Women,Running,Air Zoom,M,3,9764.91,0.00,0.00,2025-04-04,Online,Mumbai,3491.49,29294.73,False,2025,4,4,Friday,0.12,9764.91
2044,Kids,Soccer,Premier III,XL,3,2068.95,0.81,1179.30,2024-12-10,Retail,Delhi,-182.98,1179.30,False,2024,12,10,Tuesday,-0.16,393.10
3391,Women,Soccer,Mercurial Superfly,M,2,5302.70,0.00,0.00,2023-11-14,Retail,Hyderabad,1628.31,10605.41,False,2023,11,14,Tuesday,0.15,5302.70
3393,Kids,Basketball,Air Jordan,M,1,6975.67,0.68,0.00,2025-06-08,Online,Bangalore,1329.32,2232.21,False,2025,6,8,Sunday,0.60,2232.21
3394,Kids,Lifestyle,Dunk Low,XL,1,5073.69,0.00,0.00,2024-11-03,Online,Hyderabad,2396.11,5073.69,False,2024,11,3,Sunday,0.47,5073.69
3395,Women,Running,Free RN,L,3,5620.64,0.00,0.00,2025-01-15,Online,Mumbai,3069.77,16861.92,False,2025,1,15,Wednesday,0.18,5620.64
3396,Kids,Running,Free RN,L,2,6325.01,0.00,0.00,2024-12-24,Retail,Bangalore,-1047.80,12650.02,False,2024,12,24,Tuesday,-0.08,6325.01
3397,Women,Lifestyle,Dunk Low,M,3,9972.81,0.00,0.00,2024-10-13,Online,Mumbai,3478.84,29918.43,False,2024,10,13,Sunday,0.12,9972.81
3398,Men,Basketball,LeBron 20,XL,2,2082.49,0.00,0.00,2023-08-27,Retail,Kolkata,415.57,4164.98,False,2023,8,27,Sunday,0.10,2082.49
3399,Women,Basketball,LeBron 20,S,2,4507.45,0.00,0.00,2025-11-02,Online,Hyderabad,-1021.01,9014.90,False,2025,11,2,Sunday,-0.11,4507.45
3400,Kids,Lifestyle,Waffle One,M,1,6077.13,0.23,0.00,2024-11-10,Retail,Hyderabad,703.25,4679.39,False,2024,11,10,Sunday,0.15,4679.39
3401,Kids,Basketball,Zoom Freak,M,3,5225.80,0.00,0.00,2024-01-08,Retail,Kolkata,3834.84,15677.40,False,2024,1,8,Monday,0.24,5225.80
3402,Women,Running,Pegasus Turbo,L,2,9706.84,0.03,0.00,2024-08-19,Online,Pune,-229.84,18831.27,False,2024,8,19,Monday,-0.01,9415.63
3403,Kids,Training,Flex Trainer,M,2,9565.66,0.00,0.00,2024-10-30,Retail,Pune,-200.19,19131.32,False,2024,10,30,Wednesday,-0.01,9565.66
3404,Kids,Basketball,Zoom Freak,XL,3,6077.13,0.00,0.00,2025-05-04,Online,Pune,1505.06,18231.39,False,2025,5,4,Sunday,0.08,6077.13
3406,Women,Basketball,Zoom Freak,L,2,6077.13,0.00,0.00,2024-08-19,Online,Bangalore,3314.92,12154.26,False,2024,8,19,Monday,0.27,6077.13
3408,Men,Basketball,Air Jordan,XL,3,6283.68,0.00,0.00,2025-02-28,Retail,Delhi,1675.58,18851.03,False,2025,2,28,Friday,0.09,6283.68
3409,Kids,Running,Air Zoom,M,1,6312.01,0.30,4418.41,2024-08-09,Retail,Delhi,-1106.07,4418.41,False,2024,8,9,Friday,-0.25,4418.41
3412,Men,Training,Flex Trainer,XL,2,6983.68,0.00,0.00,2024-06-08,Online,Hyderabad,2789.29,13967.36,False,2024,6,8,Saturday,0.20,6983.68
3413,Kids,Soccer,Phantom GT,XL,2,4462.26,0.00,0.00,2023-07-31,Online,Hyderabad,2752.65,8924.52,False,2023,7,31,Monday,0.31,4462.26
3414,Men,Lifestyle,Dunk Low,S,4,9996.22,0.00,0.00,2025-01-21,Online,Mumbai,520.63,39984.88,False,2025,1,21,Tuesday,0.01,9996.22
3416,Men,Soccer,Phantom GT,XL,2,8954.59,0.33,0.00,2025-04-06,Retail,Hyderabad,-819.45,11999.15,False,2025,4,6,Sunday,-0.07,5999.58
3417,Men,Basketball,LeBron 20,XL,3,5700.61,0.00,0.00,2025-03-30,Online,Kolkata,-409.81,19952.13,False,2025,3,30,Sunday,-0.02,6650.71
3418,Men,Soccer,Tiempo Legend,M,1,6647.60,0.00,0.00,2024-07-21,Retail,Bangalore,639.28,6647.60,False,2024,7,21,Sunday,0.10,6647.60
3419,Kids,Training,SuperRep Go,M,4,4493.02,0.92,0.00,2024-12-21,Online,Mumbai,-1180.16,1437.77,False,2024,12,21,Saturday,-0.82,359.44
3420,Women,Soccer,Premier III,L,1,3395.24,0.00,0.00,2024-12-10,Online,Delhi,1266.29,3395.24,False,2024,12,10,Tuesday,0.37,3395.24
3421,Women,Basketball,Zoom Freak,L,3,3212.74,0.00,0.00,2024-07-12,Online,Hyderabad,-242.44,9638.22,False,2024,7,12,Friday,-0.03,3212.74
3422,Kids,Training,Metcon 7,XL,2,3197.01,0.00,0.00,2024-01-18,Retail,Hyderabad,2432.76,6394.02,False,2024,1,18,Thursday,0.38,3197.01
3423,Kids,Basketball,Kyrie Flytrap,L,2,6265.09,0.00,0.00,2024-06-08,Retail,Mumbai,106.00,12530.19,False,2024,6,8,Saturday,0.01,6265.09
3424,Women,Training,SuperRep Go,M,3,7007.84,0.32,0.00,2025-11-02,Online,Mumbai,1955.19,16678.66,False,2025,11,2,Sunday,0.12,5559.55
3426,Men,Running,Free RN,L,2,8124.38,0.00,0.00,2025-04-07,Online,Delhi,3119.24,16248.76,False,2025,4,7,Monday,0.19,8124.38
3427,Men,Running,Pegasus Turbo,M,1,4117.23,0.00,0.00,2024-10-01,Retail,Mumbai,2741.85,4117.23,False,2024,10,1,Tuesday,0.67,4117.23
3428,Women,Basketball,Air Jordan,S,1,2825.86,0.23,2175.91,2024-03-12,Online,Bangalore,625.30,2175.91,False,2024,3,12,Tuesday,0.29,2175.91
